Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,Bi,Perd,Green,TEAr1,TEAr2,Peaje_Org,Periodo_Org,源文件
13/09/2024,1,6.2TD,P6,78.89,1.20,1.02,0.000,0.163,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240913
13/09/2024,2,6.2TD,P6,75.05,1.75,1.07,0.000,0.169,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240913
13/09/2024,3,6.2TD,P6,74.76,1.95,1.10,0.000,0.174,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240913
13/09/2024,4,6.2TD,P6,74.76,2.84,0.00,0.000,0.176,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240913
13/09/2024,5,6.2TD,P6,67.52,2.64,0.00,0.000,0.176,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240913
13/09/2024,6,6.2TD,P6,62.20,3.08,0.00,0.000,0.172,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240913
13/09/2024,7,6.2TD,P6,76.50,1.35,1.03,0.000,0.160,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240913
13/09/2024,8,6.2TD,P6,89.74,0.54,0.94,0.000,0.151,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240913
13/09/2024,9,6.2TD,P2,85.23,2.62,0.89,0.154,0.148,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240913
13/09/2024,10,6.2TD,P2,61.00,4.40,0.87,0.154,0.138,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240913
13/09/2024,11,6.2TD,P1,3.32,0.45,0.85,0.926,0.138,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240913
13/09/2024,12,6.2TD,P1,0.00,0.04,0.85,0.926,0.141,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240913
13/09/2024,13,6.2TD,P1,0.00,0.05,0.85,0.926,0.141,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240913
13/09/2024,14,6.2TD,P1,0.00,0.05,0.84,0.926,0.137,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240913
13/09/2024,15,6.2TD,P2,0.00,0.05,0.86,0.154,0.138,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240913
13/09/2024,16,6.2TD,P2,0.00,0.06,0.89,0.154,0.144,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240913
13/09/2024,17,6.2TD,P2,0.00,0.06,0.90,0.154,0.149,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240913
13/09/2024,18,6.2TD,P2,0.00,0.20,0.89,0.154,0.150,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240913
13/09/2024,19,6.2TD,P1,2.00,0.36,0.87,0.926,0.149,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240913
13/09/2024,20,6.2TD,P1,62.07,4.61,0.87,0.926,0.152,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240913
13/09/2024,21,6.2TD,P1,89.98,0.35,0.85,0.926,0.153,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240913
13/09/2024,22,6.2TD,P1,85.29,0.55,0.85,0.926,0.149,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240913
13/09/2024,23,6.2TD,P2,80.01,1.13,0.92,0.154,0.156,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240913
13/09/2024,24,6.2TD,P2,62.20,2.61,0.99,0.154,0.161,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240913
