Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,Bi,Perd,Green,TEAr1,TEAr2,Peaje_Org,Periodo_Org,源文件
23/10/2024,1,6.2TD,P6,75.56,1.30,1.12,0.000,0.182,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241023
23/10/2024,2,6.2TD,P6,79.25,2.12,1.17,0.000,0.191,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241023
23/10/2024,3,6.2TD,P6,71.00,3.18,1.21,0.000,0.194,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241023
23/10/2024,4,6.2TD,P6,64.32,2.63,0.00,0.000,0.194,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241023
23/10/2024,5,6.2TD,P6,64.29,2.74,0.00,0.000,0.194,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241023
23/10/2024,6,6.2TD,P6,65.00,1.87,0.00,0.000,0.188,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241023
23/10/2024,7,6.2TD,P6,84.98,0.99,1.10,0.000,0.173,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241023
23/10/2024,8,6.2TD,P6,102.10,0.90,0.96,0.000,0.157,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241023
23/10/2024,9,6.2TD,P2,134.71,0.76,0.92,0.154,0.185,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241023
23/10/2024,10,6.2TD,P2,110.06,1.51,0.90,0.154,0.149,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241023
23/10/2024,11,6.2TD,P1,85.00,3.25,0.88,0.926,0.148,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241023
23/10/2024,12,6.2TD,P1,65.00,2.83,0.87,0.926,0.149,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241023
23/10/2024,13,6.2TD,P1,64.08,2.33,0.87,0.926,0.147,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241023
23/10/2024,14,6.2TD,P1,56.58,2.11,0.87,0.926,0.145,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241023
23/10/2024,15,6.2TD,P2,56.08,2.07,0.88,0.154,0.166,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241023
23/10/2024,16,6.2TD,P2,59.99,2.28,0.91,0.154,0.173,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241023
23/10/2024,17,6.2TD,P2,63.40,2.45,0.92,0.154,0.179,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241023
23/10/2024,18,6.2TD,P2,71.99,3.44,0.92,0.154,0.181,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241023
23/10/2024,19,6.2TD,P1,103.41,2.24,0.93,0.926,0.160,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241023
23/10/2024,20,6.2TD,P1,155.80,6.54,0.90,0.926,0.164,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241023
23/10/2024,21,6.2TD,P1,145.97,2.12,0.84,0.926,0.161,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241023
23/10/2024,22,6.2TD,P1,121.89,0.97,0.86,0.926,0.161,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241023
23/10/2024,23,6.2TD,P2,99.87,1.36,0.97,0.154,0.187,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241023
23/10/2024,24,6.2TD,P2,93.16,1.86,1.07,0.154,0.198,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241023
