Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,Bi,Perd,Green,TEAr1,TEAr2,Peaje_Org,Periodo_Org,源文件
29/08/2024,1,6.2TD,P6,124.36,0.60,0.94,0.000,0.172,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240829
29/08/2024,2,6.2TD,P6,119.00,0.63,0.99,0.000,0.171,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240829
29/08/2024,3,6.2TD,P6,117.13,0.66,1.04,0.000,0.171,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240829
29/08/2024,4,6.2TD,P6,118.53,0.68,0.00,0.000,0.169,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240829
29/08/2024,5,6.2TD,P6,118.85,0.69,0.00,0.000,0.167,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240829
29/08/2024,6,6.2TD,P6,119.82,0.69,0.00,0.000,0.165,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240829
29/08/2024,7,6.2TD,P6,124.50,0.64,1.01,0.000,0.160,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240829
29/08/2024,8,6.2TD,P6,128.45,0.60,0.94,0.000,0.159,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240829
29/08/2024,9,6.2TD,P2,128.85,2.01,0.91,0.154,0.148,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240829
29/08/2024,10,6.2TD,P2,120.00,1.27,0.86,0.154,0.141,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240829
29/08/2024,11,6.2TD,P1,112.84,1.10,0.83,0.926,0.149,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240829
29/08/2024,12,6.2TD,P1,114.60,0.48,0.81,0.926,0.151,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240829
29/08/2024,13,6.2TD,P1,107.42,1.27,0.79,0.926,0.151,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240829
29/08/2024,14,6.2TD,P1,111.11,0.95,0.77,0.926,0.148,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240829
29/08/2024,15,6.2TD,P2,117.13,0.99,0.76,0.154,0.151,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240829
29/08/2024,16,6.2TD,P2,114.00,1.07,0.78,0.154,0.151,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240829
29/08/2024,17,6.2TD,P2,114.00,1.62,0.78,0.154,0.153,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240829
29/08/2024,18,6.2TD,P2,108.96,1.44,0.79,0.154,0.157,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240829
29/08/2024,19,6.2TD,P1,117.89,3.75,0.79,0.926,0.156,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240829
29/08/2024,20,6.2TD,P1,128.18,1.03,0.81,0.926,0.159,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240829
29/08/2024,21,6.2TD,P1,131.99,1.30,0.83,0.926,0.162,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240829
29/08/2024,22,6.2TD,P1,138.00,0.51,0.82,0.926,0.163,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240829
29/08/2024,23,6.2TD,P2,128.45,0.50,0.86,0.154,0.167,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240829
29/08/2024,24,6.2TD,P2,124.73,0.54,0.93,0.154,0.163,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240829
