Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,Bi,Perd,Green,TEAr1,TEAr2,Peaje_Org,Periodo_Org,源文件
11/08/2024,1,6.2TD,P6,119.20,0.61,0.95,0.000,0.188,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,2,6.2TD,P6,116.70,0.82,0.00,0.000,0.187,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,3,6.2TD,P6,105.00,1.03,0.00,0.000,0.185,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,4,6.2TD,P6,109.74,2.16,0.00,0.000,0.184,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,5,6.2TD,P6,108.11,2.57,0.00,0.000,0.182,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,6,6.2TD,P6,110.00,2.10,0.00,0.000,0.180,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,7,6.2TD,P6,113.20,1.67,0.00,0.000,0.179,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,8,6.2TD,P6,110.00,2.16,0.00,0.000,0.177,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,9,6.2TD,P6,94.50,6.67,0.00,0.000,0.169,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,10,6.2TD,P6,50.00,4.23,0.00,0.000,0.159,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,11,6.2TD,P6,0.00,0.23,0.00,0.000,0.154,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,12,6.2TD,P6,0.00,0.07,0.00,0.000,0.152,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,13,6.2TD,P6,0.00,0.06,0.00,0.000,0.152,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,14,6.2TD,P6,0.00,0.06,0.00,0.000,0.150,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,15,6.2TD,P6,0.00,0.05,0.00,0.000,0.148,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,16,6.2TD,P6,0.00,0.07,0.00,0.000,0.150,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,17,6.2TD,P6,0.00,0.07,0.00,0.000,0.151,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,18,6.2TD,P6,4.12,0.16,0.00,0.000,0.154,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,19,6.2TD,P6,36.42,2.25,0.00,0.000,0.164,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,20,6.2TD,P6,80.54,5.12,0.00,0.000,0.173,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,21,6.2TD,P6,116.34,5.56,0.00,0.000,0.179,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,22,6.2TD,P6,128.58,0.38,0.84,0.000,0.182,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,23,6.2TD,P6,136.29,0.54,0.84,0.000,0.182,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
11/08/2024,24,6.2TD,P6,122.60,0.41,0.90,0.000,0.183,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240811
