Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,Bi,Perd,Green,TEAr1,TEAr2,Peaje_Org,Periodo_Org,源文件
27/06/2024,1,6.2TD,P6,102.07,0.77,1.01,0.000,0.169,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240627
27/06/2024,2,6.2TD,P6,99.00,0.95,1.08,0.000,0.169,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240627
27/06/2024,3,6.2TD,P6,101.77,1.01,1.12,0.000,0.169,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240627
27/06/2024,4,6.2TD,P6,104.37,1.14,0.00,0.000,0.168,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240627
27/06/2024,5,6.2TD,P6,101.77,1.34,0.00,0.000,0.168,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240627
27/06/2024,6,6.2TD,P6,99.17,1.06,0.00,0.000,0.166,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240627
27/06/2024,7,6.2TD,P6,112.72,0.66,1.04,0.000,0.160,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240627
27/06/2024,8,6.2TD,P6,120.74,2.32,0.94,0.000,0.158,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240627
27/06/2024,9,6.2TD,P2,115.44,1.94,0.89,0.154,0.145,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240627
27/06/2024,10,6.2TD,P2,102.07,4.38,0.87,0.154,0.141,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240627
27/06/2024,11,6.2TD,P1,100.47,2.65,0.84,0.926,0.144,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240627
27/06/2024,12,6.2TD,P1,77.00,2.54,0.82,0.926,0.147,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240627
27/06/2024,13,6.2TD,P1,65.01,2.48,0.82,0.926,0.148,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240627
27/06/2024,14,6.2TD,P1,64.75,2.11,0.80,0.926,0.144,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240627
27/06/2024,15,6.2TD,P2,51.10,1.68,0.80,0.154,0.145,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240627
27/06/2024,16,6.2TD,P2,45.66,1.55,0.83,0.154,0.148,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240627
27/06/2024,17,6.2TD,P2,42.45,1.40,0.83,0.154,0.149,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240627
27/06/2024,18,6.2TD,P2,45.06,1.82,0.82,0.154,0.152,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240627
27/06/2024,19,6.2TD,P1,63.43,3.73,0.83,0.926,0.154,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240627
27/06/2024,20,6.2TD,P1,75.39,5.79,0.84,0.926,0.159,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240627
27/06/2024,21,6.2TD,P1,99.75,5.53,0.84,0.926,0.159,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240627
27/06/2024,22,6.2TD,P1,116.05,0.49,0.84,0.926,0.156,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240627
27/06/2024,23,6.2TD,P2,118.35,0.55,0.87,0.154,0.164,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240627
27/06/2024,24,6.2TD,P2,114.72,0.54,0.95,0.154,0.160,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240627
