Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,Bi,Perd,Green,TEAr1,TEAr2,Peaje_Org,Periodo_Org,源文件
02/02/2024,1,6.2TD,P6,83.331,3.12,2.02,0.000,0.226,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240202
02/02/2024,2,6.2TD,P6,81.199,3.81,2.17,0.000,0.236,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240202
02/02/2024,3,6.2TD,P6,81.412,4.34,3.83,0.000,0.238,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240202
02/02/2024,4,6.2TD,P6,78.498,5.33,4.28,0.000,0.242,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240202
02/02/2024,5,6.2TD,P6,76.427,5.51,4.25,0.000,0.241,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240202
02/02/2024,6,6.2TD,P6,78.529,5.20,4.14,0.000,0.236,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240202
02/02/2024,7,6.2TD,P6,82.417,4.39,1.95,0.000,0.220,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240202
02/02/2024,8,6.2TD,P6,97.768,1.00,1.23,0.000,0.210,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240202
02/02/2024,9,6.2TD,P2,108.324,0.72,1.53,0.178,0.200,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240202
02/02/2024,10,6.2TD,P2,101.491,0.92,1.44,0.178,0.192,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240202
02/02/2024,11,6.2TD,P1,82.161,1.94,3.03,1.068,0.188,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240202
02/02/2024,12,6.2TD,P1,74.446,2.01,2.78,1.068,0.190,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240202
02/02/2024,13,6.2TD,P1,74.557,2.19,2.60,1.068,0.185,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240202
02/02/2024,14,6.2TD,P1,76.202,2.18,2.74,1.068,0.182,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240202
02/02/2024,15,6.2TD,P2,73.075,2.12,2.74,0.178,0.180,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240202
02/02/2024,16,6.2TD,P2,76.222,1.95,3.50,0.178,0.185,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240202
02/02/2024,17,6.2TD,P2,75.562,1.99,3.13,0.178,0.187,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240202
02/02/2024,18,6.2TD,P2,89.816,1.63,2.15,0.178,0.190,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240202
02/02/2024,19,6.2TD,P1,98.486,1.24,1.03,1.068,0.196,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240202
02/02/2024,20,6.2TD,P1,102.923,2.52,0.75,1.068,0.200,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240202
02/02/2024,21,6.2TD,P1,102.852,2.43,0.65,1.068,0.202,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240202
02/02/2024,22,6.2TD,P1,96.385,2.55,1.30,1.068,0.202,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240202
02/02/2024,23,6.2TD,P2,88.101,3.10,1.79,0.178,0.207,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240202
02/02/2024,24,6.2TD,P2,74.324,1.23,3.15,0.178,0.214,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240202
