Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,Bi,Perd,Green,TEAr1,TEAr2,Peaje_Org,Periodo_Org,源文件
14/11/2024,1,6.2TD,P6,90.20,4.59,1.04,0.000,0.226,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241114
14/11/2024,2,6.2TD,P6,90.00,3.83,1.10,0.000,0.233,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241114
14/11/2024,3,6.2TD,P6,89.53,4.46,1.16,0.000,0.239,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241114
14/11/2024,4,6.2TD,P6,89.99,4.59,0.00,0.000,0.240,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241114
14/11/2024,5,6.2TD,P6,90.20,4.59,0.00,0.000,0.238,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241114
14/11/2024,6,6.2TD,P6,95.74,4.42,0.00,0.000,0.230,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241114
14/11/2024,7,6.2TD,P6,110.99,4.27,1.02,0.000,0.208,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241114
14/11/2024,8,6.2TD,P6,125.28,3.27,0.89,0.000,0.189,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20241114
14/11/2024,9,6.2TD,P2,134.11,2.97,0.85,0.154,0.186,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241114
14/11/2024,10,6.2TD,P2,125.80,2.23,0.84,0.154,0.171,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241114
14/11/2024,11,6.2TD,P1,121.71,4.19,0.84,0.926,0.168,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241114
14/11/2024,12,6.2TD,P1,120.76,3.32,0.84,0.926,0.166,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241114
14/11/2024,13,6.2TD,P1,119.80,2.83,0.84,0.926,0.164,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241114
14/11/2024,14,6.2TD,P1,120.76,3.17,0.83,0.926,0.164,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241114
14/11/2024,15,6.2TD,P2,122.54,1.60,0.84,0.154,0.169,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241114
14/11/2024,16,6.2TD,P2,126.04,4.36,0.86,0.154,0.175,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241114
14/11/2024,17,6.2TD,P2,133.12,2.11,0.87,0.154,0.179,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241114
14/11/2024,18,6.2TD,P2,136.23,1.83,0.86,0.154,0.183,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241114
14/11/2024,19,6.2TD,P1,146.26,1.48,0.83,0.926,0.184,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241114
14/11/2024,20,6.2TD,P1,151.63,1.35,0.81,0.926,0.188,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241114
14/11/2024,21,6.2TD,P1,140.10,1.09,0.81,0.926,0.190,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241114
14/11/2024,22,6.2TD,P1,129.81,1.22,0.83,0.926,0.192,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20241114
14/11/2024,23,6.2TD,P2,123.28,1.06,0.91,0.154,0.201,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241114
14/11/2024,24,6.2TD,P2,112.91,2.89,0.99,0.154,0.210,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20241114
