Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,Bi,Perd,Green,TEAr1,TEAr2,Peaje_Org,Periodo_Org,源文件
09/09/2024,1,6.2TD,P6,115.70,0.69,1.08,0.000,0.171,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240909
09/09/2024,2,6.2TD,P6,110.30,0.73,0.00,0.000,0.178,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240909
09/09/2024,3,6.2TD,P6,108.75,0.75,0.00,0.000,0.182,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240909
09/09/2024,4,6.2TD,P6,108.66,0.77,0.00,0.000,0.182,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240909
09/09/2024,5,6.2TD,P6,100.20,0.87,0.00,0.000,0.184,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240909
09/09/2024,6,6.2TD,P6,108.36,0.75,0.00,0.000,0.177,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240909
09/09/2024,7,6.2TD,P6,116.42,0.68,1.07,0.000,0.160,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240909
09/09/2024,8,6.2TD,P6,120.00,0.55,0.96,0.000,0.150,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240909
09/09/2024,9,6.2TD,P2,120.00,2.86,0.90,0.154,0.147,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240909
09/09/2024,10,6.2TD,P2,115.10,3.75,0.87,0.154,0.138,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240909
09/09/2024,11,6.2TD,P1,72.20,3.98,0.85,0.926,0.136,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240909
09/09/2024,12,6.2TD,P1,50.24,1.65,0.84,0.926,0.139,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240909
09/09/2024,13,6.2TD,P1,45.31,1.69,0.82,0.926,0.137,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240909
09/09/2024,14,6.2TD,P1,40.50,1.54,0.81,0.926,0.130,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240909
09/09/2024,15,6.2TD,P2,20.00,0.80,0.82,0.154,0.131,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240909
09/09/2024,16,6.2TD,P2,6.12,0.31,0.83,0.154,0.135,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240909
09/09/2024,17,6.2TD,P2,9.54,0.39,0.84,0.154,0.140,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240909
09/09/2024,18,6.2TD,P2,40.50,2.42,0.84,0.154,0.141,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240909
09/09/2024,19,6.2TD,P1,71.94,4.12,0.85,0.926,0.145,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240909
09/09/2024,20,6.2TD,P1,116.50,6.47,0.86,0.926,0.147,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240909
09/09/2024,21,6.2TD,P1,121.56,0.59,0.85,0.926,0.142,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240909
09/09/2024,22,6.2TD,P1,132.00,0.69,0.85,0.926,0.141,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240909
09/09/2024,23,6.2TD,P2,118.30,0.57,0.91,0.154,0.148,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240909
09/09/2024,24,6.2TD,P2,108.66,0.76,0.99,0.154,0.155,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240909
