Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,CG,Fi,Bi,Perd,TEAr1,TEAr2,TEAr,Peaje_Org,Periodo_Org,源文件
01/01/2024,1,6.2TD,P6,97.803,14.66,1.45,,,,0.238,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,2,6.2TD,P6,87.174,16.33,2.22,, ,,0.243,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,3,6.2TD,P6,85.935,17.63,2.53,,,,0.257,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,4,6.2TD,P6,84.016,19.18,2.91,,,,0.268,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,5,6.2TD,P6,84.179,20.59,3.07,,,,0.276,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,6,6.2TD,P6,85.072,21.54,3.15,,,,0.278,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,7,6.2TD,P6,84.209,20.37,3.12,,,,0.273,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,8,6.2TD,P6,82.514,18.79,2.92,,,,0.262,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,9,6.2TD,P6,83.377,17.93,3.65,,,,0.254,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,10,6.2TD,P6,81.57,17.33,3.51,,,,0.232,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,11,6.2TD,P6,60.981,13.2,4.3,,,,0.208,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,12,6.2TD,P6,37.407,12.6,3.08,,,,0.199,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,13,6.2TD,P6,36.493,12.45,2.73,,,,0.196,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,14,6.2TD,P6,35.153,12.26,2.74,,,,0.194,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,15,6.2TD,P6,34.605,12.26,2.53,,,,0.197,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,16,6.2TD,P6,40.148,12.89,3.37,,,,0.209,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,17,6.2TD,P6,53.61,12.06,4.69,,,,0.222,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,18,6.2TD,P6,69.742,9.9,4.06,,,,0.231,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,19,6.2TD,P6,75.752,7.41,2.01,,,,0.233,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,20,6.2TD,P6,81.448,5.85,1.91,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,21,6.2TD,P6,86.92,5.35,1.8,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,22,6.2TD,P6,87.011,5.36,1.83,,,,0.233,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,23,6.2TD,P6,73.661,4.56,1.93,,,,0.24,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
01/01/2024,24,6.2TD,P6,68.585,4.67,2.12,,,,0.25,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240101
02/01/2024,1,6.2TD,P6,71.537,11.64,2.93,,,,0.24,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240102
02/01/2024,2,6.2TD,P6,59.304,13.88,3.59,,,,0.25,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240102
02/01/2024,3,6.2TD,P6,42.603,16.04,5.17,,,,0.257,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240102
02/01/2024,4,6.2TD,P6,52.035,15.81,5.1,,,,0.262,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240102
02/01/2024,5,6.2TD,P6,48.441,16.1,5.14,,,,0.263,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240102
02/01/2024,6,6.2TD,P6,51.222,15.35,4.35,,,,0.258,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240102
02/01/2024,7,6.2TD,P6,70.187,11.81,3.11,,,,0.239,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240102
02/01/2024,8,6.2TD,P6,74.227,8.6,2.2,,,,0.219,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240102
02/01/2024,9,6.2TD,P2,81.281,6.2,2.4,,,,0.205,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
02/01/2024,10,6.2TD,P2,78.997,3.49,2.24,,,,0.195,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
02/01/2024,11,6.2TD,P1,75.454,3.12,2.34,,,,0.187,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
02/01/2024,12,6.2TD,P1,77.535,3.35,2.14,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
02/01/2024,13,6.2TD,P1,70.51,3.59,2.24,,,,0.182,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
02/01/2024,14,6.2TD,P1,68.378,3.31,2.36,,,,0.18,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
02/01/2024,15,6.2TD,P2,67.84,3.66,2.39,,,,0.181,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
02/01/2024,16,6.2TD,P2,65.809,3.48,2.75,,,,0.188,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
02/01/2024,17,6.2TD,P2,68.611,3.41,2.75,,,,0.195,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
02/01/2024,18,6.2TD,P2,78.946,6.12,2.13,,,,0.202,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
02/01/2024,19,6.2TD,P1,83.86,5.62,1.06,,,,0.208,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
02/01/2024,20,6.2TD,P1,88.225,5.38,0.69,,,,0.208,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
02/01/2024,21,6.2TD,P1,83.921,5.47,1.02,,,,0.208,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
02/01/2024,22,6.2TD,P1,79.779,5.82,1.54,,,,0.21,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
02/01/2024,23,6.2TD,P2,72.022,5.19,1.89,,,,0.215,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
02/01/2024,24,6.2TD,P2,64.418,3.8,1.93,,,,0.22,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
03/01/2024,1,6.2TD,P6,32.6,7.14,2.67,,,,0.239,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
03/01/2024,2,6.2TD,P6,29.361,6.97,3.24,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
03/01/2024,3,6.2TD,P6,29.94,7.33,3.41,,,,0.253,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
03/01/2024,4,6.2TD,P6,29.077,7.53,3.5,,,,0.256,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
03/01/2024,5,6.2TD,P6,29.483,7.55,3.89,,,,0.254,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
03/01/2024,6,6.2TD,P6,28.509,7.4,3.96,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
03/01/2024,7,6.2TD,P6,30.935,6.64,3.48,,,,0.227,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
03/01/2024,8,6.2TD,P6,70.722,5.6,3.3,,,,0.212,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
03/01/2024,9,6.2TD,P2,84.791,2.83,3.02,,,,0.198,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
03/01/2024,10,6.2TD,P2,89.847,2.95,2.8,,,,0.189,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
03/01/2024,11,6.2TD,P1,87.776,3.28,3,,,,0.181,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
03/01/2024,12,6.2TD,P1,80.689,3.13,2.53,,,,0.18,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
03/01/2024,13,6.2TD,P1,78.71,3.2,2.47,,,,0.177,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
03/01/2024,14,6.2TD,P1,78.71,2.87,2.37,,,,0.175,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
03/01/2024,15,6.2TD,P2,83.634,2.81,2.48,,,,0.175,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
03/01/2024,16,6.2TD,P2,89.187,2.78,3.33,,,,0.182,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
03/01/2024,17,6.2TD,P2,90.649,2.45,3.61,,,,0.187,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
03/01/2024,18,6.2TD,P2,111.156,2.15,2.35,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
03/01/2024,19,6.2TD,P1,116.679,2.81,1.65,,,,0.196,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
03/01/2024,20,6.2TD,P1,126.994,3.11,1.35,,,,0.199,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
03/01/2024,21,6.2TD,P1,136.029,2.86,1.7,,,,0.201,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
03/01/2024,22,6.2TD,P1,136.994,2.91,2.58,,,,0.203,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
03/01/2024,23,6.2TD,P2,116.537,3.69,1.77,,,,0.208,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
03/01/2024,24,6.2TD,P2,105.979,0.93,1.73,,,,0.215,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
04/01/2024,1,6.2TD,P6,106.208,2.73,2.86,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
04/01/2024,2,6.2TD,P6,104.249,3.35,3.51,,,,0.245,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
04/01/2024,3,6.2TD,P6,100.675,3.88,6.63,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
04/01/2024,4,6.2TD,P6,90.107,4.52,6.33,,,,0.255,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
04/01/2024,5,6.2TD,P6,87.01,4.66,6.14,,,,0.256,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
04/01/2024,6,6.2TD,P6,87.02,4.48,5.12,,,,0.25,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
04/01/2024,7,6.2TD,P6,104.472,3.17,4.59,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
04/01/2024,8,6.2TD,P6,107.569,1.44,1.35,,,,0.215,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
04/01/2024,9,6.2TD,P2,108.846,1.12,1.31,,,,0.2,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
04/01/2024,10,6.2TD,P2,112.369,1.21,2.6,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
04/01/2024,11,6.2TD,P1,111.374,1.39,4,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
04/01/2024,12,6.2TD,P1,106.673,1.65,3.45,,,,0.184,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
04/01/2024,13,6.2TD,P1,105.729,1.69,3.82,,,,0.182,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
04/01/2024,14,6.2TD,P1,101.78,1.57,3.1,,,,0.18,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
04/01/2024,15,6.2TD,P2,106.795,1.48,2.86,,,,0.181,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
04/01/2024,16,6.2TD,P2,112.907,1.38,2.94,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
04/01/2024,17,6.2TD,P2,113.698,1.23,2.95,,,,0.199,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
04/01/2024,18,6.2TD,P2,114.714,1.04,3.52,,,,0.206,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
04/01/2024,19,6.2TD,P1,115.81,1.35,0.86,,,,0.207,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
04/01/2024,20,6.2TD,P1,117.729,1.32,1.35,,,,0.209,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
04/01/2024,21,6.2TD,P1,119.668,1.28,2.2,,,,0.21,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
04/01/2024,22,6.2TD,P1,117.536,1.35,2.75,,,,0.213,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
04/01/2024,23,6.2TD,P2,113.11,1.72,1.8,,,,0.219,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
04/01/2024,24,6.2TD,P2,107.15,0.45,6.27,,,,0.224,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
05/01/2024,1,6.2TD,P6,105.842,4.09,1.23,,,,0.241,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240105
05/01/2024,2,6.2TD,P6,102.319,5.17,2.16,,,,0.25,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240105
05/01/2024,3,6.2TD,P6,99.568,5.58,2.48,,,,0.258,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240105
05/01/2024,4,6.2TD,P6,92.989,6.16,2.9,,,,0.26,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240105
05/01/2024,5,6.2TD,P6,83.831,6.8,3.01,,,,0.259,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240105
05/01/2024,6,6.2TD,P6,90.339,6.19,2.82,,,,0.252,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240105
05/01/2024,7,6.2TD,P6,96.938,5.27,2.29,,,,0.23,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240105
05/01/2024,8,6.2TD,P6,104.014,1.36,1.61,,,,0.213,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240105
05/01/2024,9,6.2TD,P2,107.86,1.18,0.97,,,,0.197,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240105
05/01/2024,10,6.2TD,P2,107.616,1.31,1.66,,,,0.189,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240105
05/01/2024,11,6.2TD,P1,96.946,1.67,3.37,,,,0.183,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240105
05/01/2024,12,6.2TD,P1,78.499,2.18,3.3,,,,0.184,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240105
05/01/2024,13,6.2TD,P1,66.439,2.39,3,,,,0.18,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240105
05/01/2024,14,6.2TD,P1,64.469,2.21,2.97,,,,0.178,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240105
05/01/2024,15,6.2TD,P2,61.048,3.91,2.82,,,,0.177,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240105
05/01/2024,16,6.2TD,P2,52.875,3.99,4.06,,,,0.184,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240105
05/01/2024,17,6.2TD,P2,67.271,3.52,4.44,,,,0.189,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240105
05/01/2024,18,6.2TD,P2,86.824,1.6,3.3,,,,0.195,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240105
05/01/2024,19,6.2TD,P1,94.662,1.36,2.06,,,,0.2,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240105
05/01/2024,20,6.2TD,P1,97.454,2.01,1.56,,,,0.207,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240105
05/01/2024,21,6.2TD,P1,99.098,2,1.62,,,,0.21,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240105
05/01/2024,22,6.2TD,P1,97.484,2.04,1.57,,,,0.212,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240105
05/01/2024,23,6.2TD,P2,93.657,1.49,2.33,,,,0.222,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240105
05/01/2024,24,6.2TD,P2,87.017,0.62,3.57,,,,0.228,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240105
06/01/2024,1,6.2TD,P6,80.267,6.82,2.63,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,2,6.2TD,P6,73.8,7.61,2.58,,,,0.243,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,3,6.2TD,P6,73.82,8.15,3.11,,,,0.253,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,4,6.2TD,P6,72.45,8.69,3.21,,,,0.259,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,5,6.2TD,P6,54.358,10.01,3.59,,,,0.263,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,6,6.2TD,P6,54.369,10.03,3.58,,,,0.263,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,7,6.2TD,P6,60.257,9.67,3.21,,,,0.26,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,8,6.2TD,P6,73.191,8.29,3.43,,,,0.253,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,9,6.2TD,P6,72.176,5.98,2.72,,,,0.249,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,10,6.2TD,P6,73.577,7.59,3.78,,,,0.232,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,11,6.2TD,P6,49.495,4.93,2.74,,,,0.214,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,12,6.2TD,P6,27.861,4.74,2.8,,,,0.207,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,13,6.2TD,P6,26.054,4.73,1.82,,,,0.204,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,14,6.2TD,P6,25.871,4.69,1.69,,,,0.201,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,15,6.2TD,P6,26.074,4.69,1.89,,,,0.205,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,16,6.2TD,P6,30.389,4.89,5.93,,,,0.216,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,17,6.2TD,P6,51.759,4.42,5.48,,,,0.224,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,18,6.2TD,P6,89.394,3.35,3.71,,,,0.232,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,19,6.2TD,P6,107.435,2.26,1.56,,,,0.23,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,20,6.2TD,P6,112.683,2.04,0.83,,,,0.231,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,21,6.2TD,P6,111.353,0.63,0.69,,,,0.231,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,22,6.2TD,P6,108.277,0.66,0.8,,,,0.233,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,23,6.2TD,P6,107.556,0.72,1.49,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
06/01/2024,24,6.2TD,P6,101.262,0.86,1.95,,,,0.238,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240106
07/01/2024,1,6.2TD,P6,105.23,5.66,2.64,,,,0.253,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,2,6.2TD,P6,101.525,6.83,3.13,,,,0.261,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,3,6.2TD,P6,99.565,7.44,3.65,,,,0.273,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,4,6.2TD,P6,97.21,7.96,4,,,,0.278,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,5,6.2TD,P6,96.124,8.2,4.17,,,,0.28,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,6,6.2TD,P6,96.185,8.17,4.07,,,,0.278,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,7,6.2TD,P6,98.256,7.75,3.96,,,,0.274,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,8,6.2TD,P6,99.373,7.22,2.75,,,,0.263,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,9,6.2TD,P6,102.835,6.61,2.86,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,10,6.2TD,P6,106.997,7.5,3.08,,,,0.231,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,11,6.2TD,P6,80.601,3.64,4.23,,,,0.211,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,12,6.2TD,P6,74.276,3.72,3.14,,,,0.205,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,13,6.2TD,P6,68.875,3.87,2.87,,,,0.203,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,14,6.2TD,P6,69.982,3.78,2.94,,,,0.201,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,15,6.2TD,P6,68.124,3.8,2.8,,,,0.202,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,16,6.2TD,P6,64.672,4.08,3.38,,,,0.214,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,17,6.2TD,P6,80.002,3.66,4.73,,,,0.223,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,18,6.2TD,P6,108.256,2.7,1.66,,,,0.23,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,19,6.2TD,P6,119.586,2.21,0.51,,,,0.23,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,20,6.2TD,P6,118.246,2.08,0.54,,,,0.23,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,21,6.2TD,P6,114.043,0.99,0.62,,,,0.229,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,22,6.2TD,P6,110.327,1.06,0.68,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,23,6.2TD,P6,106.449,1.26,1.42,,,,0.231,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
07/01/2024,24,6.2TD,P6,99.941,1.52,1.87,,,,0.236,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240107
08/01/2024,1,6.2TD,P6,102.058,6.28,0.93,,,,0.252,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240108
08/01/2024,2,6.2TD,P6,99.124,6.93,1.08,,,,0.266,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240108
08/01/2024,3,6.2TD,P6,97.144,7.38,1.26,,,,0.271,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240108
08/01/2024,4,6.2TD,P6,94.637,7.75,1.41,,,,0.274,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240108
08/01/2024,5,6.2TD,P6,94.312,7.77,1.43,,,,0.273,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240108
08/01/2024,6,6.2TD,P6,97.459,7.17,1.19,,,,0.266,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240108
08/01/2024,7,6.2TD,P6,108.616,5.76,0.89,,,,0.241,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240108
08/01/2024,8,6.2TD,P6,122.697,2.94,0.82,,,,0.22,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240108
08/01/2024,9,6.2TD,P2,130.533,0.56,1.1,,,,0.203,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240108
08/01/2024,10,6.2TD,P2,126.716,0.58,0.96,,,,0.193,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240108
08/01/2024,11,6.2TD,P1,121.234,0.66,1.12,,,,0.187,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240108
08/01/2024,12,6.2TD,P1,113.904,1.13,1.09,,,,0.183,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240108
08/01/2024,13,6.2TD,P1,106.31,1.44,0.72,,,,0.181,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240108
08/01/2024,14,6.2TD,P1,104.716,1.34,1.05,,,,0.182,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240108
08/01/2024,15,6.2TD,P2,110.228,1.22,1.32,,,,0.184,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240108
08/01/2024,16,6.2TD,P2,118.208,1.04,1.37,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240108
08/01/2024,17,6.2TD,P2,125.162,0.6,1.21,,,,0.196,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240108
08/01/2024,18,6.2TD,P2,134.563,0.49,0.68,,,,0.198,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240108
08/01/2024,19,6.2TD,P1,139.893,0.42,0.33,,,,0.2,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240108
08/01/2024,20,6.2TD,P1,139.863,0.41,0.32,,,,0.204,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240108
08/01/2024,21,6.2TD,P1,143.142,0.36,0.31,,,,0.205,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240108
08/01/2024,22,6.2TD,P1,139.365,0.42,0.33,,,,0.206,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240108
08/01/2024,23,6.2TD,P2,124.838,0.65,0.62,,,,0.214,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240108
08/01/2024,24,6.2TD,P2,117.406,0.62,1.07,,,,0.221,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240108
09/01/2024,1,6.2TD,P6,107.242,1.18,0.71,,,,0.24,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240109
09/01/2024,2,6.2TD,P6,108.501,1.19,0.78,,,,0.25,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240109
09/01/2024,3,6.2TD,P6,106.988,1.3,0.81,,,,0.257,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240109
09/01/2024,4,6.2TD,P6,106.257,1.34,0.93,,,,0.262,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240109
