Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,Bi,Perd,Green,TEAr1,TEAr2,Peaje_Org,Periodo_Org,源文件
31/03/2024,1,6.2TD,P6,50.368,17.19,1.12,0.000,0.224,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,2,6.2TD,P6,51.007,18.63,3.04,0.000,0.255,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,3,6.2TD,P6,51.921,20.13,3.43,0.000,0.242,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,4,6.2TD,P6,52.175,20.57,3.25,0.000,0.247,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,5,6.2TD,P6,52.621,20.75,3.52,0.000,0.250,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,6,6.2TD,P6,52.774,20.66,3.50,0.000,0.248,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,7,6.2TD,P6,52.195,20.23,3.45,0.000,0.242,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,8,6.2TD,P6,48.296,17.12,2.63,0.000,0.230,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,9,6.2TD,P6,44.763,12.70,3.61,0.000,0.207,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,10,6.2TD,P6,42.205,11.92,1.86,0.000,0.186,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,11,6.2TD,P6,42.296,10.45,3.64,0.000,0.174,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,12,6.2TD,P6,40.743,10.38,2.43,0.000,0.169,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,13,6.2TD,P6,39.180,10.32,1.01,0.000,0.166,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,14,6.2TD,P6,39.058,10.22,0.99,0.000,0.164,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,15,6.2TD,P6,39.332,10.56,0.94,0.000,0.166,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,16,6.2TD,P6,39.423,10.98,0.63,0.000,0.178,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,17,6.2TD,P6,42.083,11.07,3.17,0.000,0.187,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,18,6.2TD,P6,41.393,10.92,2.59,0.000,0.190,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,19,6.2TD,P6,40.723,10.40,2.37,0.000,0.197,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,20,6.2TD,P6,40.418,10.42,0.39,0.000,0.200,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,21,6.2TD,P6,38.571,7.21,0.24,0.000,0.200,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,22,6.2TD,P6,39.789,7.45,0.25,0.000,0.201,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
31/03/2024,23,6.2TD,P6,38.946,8.23,0.22,0.000,0.207,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240331
