Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,Bi,Perd,Green,TEAr1,TEAr2,Peaje_Org,Periodo_Org,源文件
09/06/2024,1,6.2TD,P6,35.13,2.57,1.15,0.000,0.181,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,2,6.2TD,P6,22.41,2.53,0.00,0.000,0.182,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,3,6.2TD,P6,12.76,2.76,0.00,0.000,0.184,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,4,6.2TD,P6,8.46,3.45,0.00,0.000,0.184,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,5,6.2TD,P6,8.94,3.37,0.00,0.000,0.184,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,6,6.2TD,P6,22.99,3.02,0.00,0.000,0.184,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,7,6.2TD,P6,10.00,3.81,0.00,0.000,0.183,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,8,6.2TD,P6,5.00,17.67,0.00,0.000,0.173,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,9,6.2TD,P6,3.25,15.32,0.00,0.000,0.158,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,10,6.2TD,P6,0.00,5.80,0.00,0.000,0.146,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,11,6.2TD,P6,0.00,0.13,0.00,0.000,0.142,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,12,6.2TD,P6,0.00,0.12,0.00,0.000,0.141,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,13,6.2TD,P6,0.00,0.09,0.00,0.000,0.143,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,14,6.2TD,P6,0.00,0.08,0.00,0.000,0.140,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,15,6.2TD,P6,0.00,0.09,0.00,0.000,0.138,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,16,6.2TD,P6,-0.01,0.36,0.00,0.000,0.146,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,17,6.2TD,P6,-0.01,0.37,0.00,0.000,0.150,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,18,6.2TD,P6,0.00,0.15,0.00,0.000,0.158,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,19,6.2TD,P6,3.25,5.16,0.00,0.000,0.165,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,20,6.2TD,P6,35.00,9.29,0.00,0.000,0.168,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,21,6.2TD,P6,41.80,9.73,0.00,0.000,0.170,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,22,6.2TD,P6,58.76,1.95,1.01,0.000,0.170,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,23,6.2TD,P6,69.64,1.75,1.03,0.000,0.171,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
09/06/2024,24,6.2TD,P6,56.90,2.54,1.11,0.000,0.175,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240609
