Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,Bi,Perd,Green,TEAr1,TEAr2,Peaje_Org,Periodo_Org,源文件
12/02/2024,1,6.2TD,P6,64.981,4.37,3.18,0.000,0.236,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240212
12/02/2024,2,6.2TD,P6,62.727,4.65,2.68,0.000,0.250,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240212
12/02/2024,3,6.2TD,P6,60.432,5.19,2.78,0.000,0.251,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240212
12/02/2024,4,6.2TD,P6,60.341,6.42,2.82,0.000,0.254,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240212
12/02/2024,5,6.2TD,P6,60.311,6.40,2.81,0.000,0.252,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240212
12/02/2024,6,6.2TD,P6,61.306,6.07,2.71,0.000,0.245,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240212
12/02/2024,7,6.2TD,P6,61.285,3.67,1.98,0.000,0.224,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240212
12/02/2024,8,6.2TD,P6,61.021,1.70,1.22,0.000,0.213,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240212
12/02/2024,9,6.2TD,P2,72.146,2.07,1.22,0.178,0.198,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240212
12/02/2024,10,6.2TD,P2,68.613,2.30,1.35,0.178,0.189,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240212
12/02/2024,11,6.2TD,P1,63.953,3.27,1.79,1.068,0.185,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240212
12/02/2024,12,6.2TD,P1,59.649,3.53,1.54,1.068,0.184,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240212
12/02/2024,13,6.2TD,P1,58.969,4.64,1.65,1.068,0.183,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240212
12/02/2024,14,6.2TD,P1,60.837,4.37,1.62,1.068,0.179,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240212
12/02/2024,15,6.2TD,P2,60.014,4.43,2.22,0.178,0.181,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240212
12/02/2024,16,6.2TD,P2,59.963,4.32,2.27,0.178,0.186,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240212
12/02/2024,17,6.2TD,P2,54.806,4.34,2.01,0.178,0.188,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240212
12/02/2024,18,6.2TD,P2,62.644,2.97,1.26,0.178,0.190,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240212
12/02/2024,19,6.2TD,P1,80.857,1.71,0.46,1.068,0.191,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240212
12/02/2024,20,6.2TD,P1,109.283,0.74,0.44,1.068,0.194,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240212
12/02/2024,21,6.2TD,P1,99.750,1.29,0.33,1.068,0.195,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240212
12/02/2024,22,6.2TD,P1,92.562,1.47,0.44,1.068,0.195,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240212
12/02/2024,23,6.2TD,P2,86.471,1.72,0.48,0.178,0.200,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240212
12/02/2024,24,6.2TD,P2,82.298,1.12,0.87,0.178,0.206,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240212
