Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,Bi,Perd,Green,TEAr1,TEAr2,Peaje_Org,Periodo_Org,源文件
20/06/2024,1,6.2TD,P6,109.26,0.57,1.03,0.000,0.169,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240620
20/06/2024,2,6.2TD,P6,105.00,0.64,1.09,0.000,0.169,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240620
20/06/2024,3,6.2TD,P6,103.00,0.91,1.13,0.000,0.169,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240620
20/06/2024,4,6.2TD,P6,102.10,1.42,0.00,0.000,0.168,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240620
20/06/2024,5,6.2TD,P6,96.90,1.92,0.00,0.000,0.168,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240620
20/06/2024,6,6.2TD,P6,94.30,1.10,0.00,0.000,0.166,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240620
20/06/2024,7,6.2TD,P6,99.00,0.34,1.05,0.000,0.160,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240620
20/06/2024,8,6.2TD,P6,111.72,5.55,0.97,0.000,0.158,0.000,0.557,2.195,2.0TD,3,C2_pvpcdata_20240620
20/06/2024,9,6.2TD,P2,103.00,6.28,0.93,0.154,0.145,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240620
20/06/2024,10,6.2TD,P2,95.00,6.55,0.89,0.154,0.141,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240620
20/06/2024,11,6.2TD,P1,71.87,3.62,0.89,0.926,0.144,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240620
20/06/2024,12,6.2TD,P1,63.04,3.20,0.87,0.926,0.147,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240620
20/06/2024,13,6.2TD,P1,59.94,2.59,0.86,0.926,0.148,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240620
20/06/2024,14,6.2TD,P1,58.35,2.91,0.85,0.926,0.144,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240620
20/06/2024,15,6.2TD,P2,61.42,2.92,0.86,0.154,0.145,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240620
20/06/2024,16,6.2TD,P2,61.93,2.90,0.89,0.154,0.148,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240620
20/06/2024,17,6.2TD,P2,61.42,3.15,0.90,0.154,0.149,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240620
20/06/2024,18,6.2TD,P2,62.15,3.11,0.89,0.154,0.152,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240620
20/06/2024,19,6.2TD,P1,77.46,5.61,0.89,0.926,0.154,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240620
20/06/2024,20,6.2TD,P1,107.00,4.79,0.86,0.926,0.159,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240620
20/06/2024,21,6.2TD,P1,115.28,3.05,0.87,0.926,0.159,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240620
20/06/2024,22,6.2TD,P1,122.78,0.56,0.87,0.926,0.156,0.000,33.081,43.893,2.0TD,1,C2_pvpcdata_20240620
20/06/2024,23,6.2TD,P2,120.00,0.52,0.91,0.154,0.164,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240620
20/06/2024,24,6.2TD,P2,112.48,0.45,0.99,0.154,0.160,0.000,19.184,8.779,2.0TD,2,C2_pvpcdata_20240620
