,Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,CG,Fi,Bi,Perd,TEAr1,TEAr2,TEAr,Peaje_Org,Periodo_Org,源文件
44,2024-01-02 20:00:00,21,6.2TD,P1,83.921,5.47,1.02,,,,0.208,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
44,2024-01-02 20:15:00,21,6.2TD,P1,83.921,5.47,1.02,,,,0.208,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
44,2024-01-02 20:30:00,21,6.2TD,P1,83.921,5.47,1.02,,,,0.208,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
44,2024-01-02 20:45:00,21,6.2TD,P1,83.921,5.47,1.02,,,,0.208,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
45,2024-01-02 21:00:00,22,6.2TD,P1,79.779,5.82,1.54,,,,0.21,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
45,2024-01-02 21:15:00,22,6.2TD,P1,79.779,5.82,1.54,,,,0.21,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
45,2024-01-02 21:30:00,22,6.2TD,P1,79.779,5.82,1.54,,,,0.21,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
45,2024-01-02 21:45:00,22,6.2TD,P1,79.779,5.82,1.54,,,,0.21,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240102
46,2024-01-02 22:00:00,23,6.2TD,P2,72.022,5.19,1.89,,,,0.215,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
46,2024-01-02 22:15:00,23,6.2TD,P2,72.022,5.19,1.89,,,,0.215,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
46,2024-01-02 22:30:00,23,6.2TD,P2,72.022,5.19,1.89,,,,0.215,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
46,2024-01-02 22:45:00,23,6.2TD,P2,72.022,5.19,1.89,,,,0.215,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
47,2024-01-02 23:00:00,24,6.2TD,P2,64.418,3.8,1.93,,,,0.22,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
47,2024-01-02 23:15:00,24,6.2TD,P2,64.418,3.8,1.93,,,,0.22,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
47,2024-01-02 23:30:00,24,6.2TD,P2,64.418,3.8,1.93,,,,0.22,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
47,2024-01-02 23:45:00,24,6.2TD,P2,64.418,3.8,1.93,,,,0.22,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240102
48,2024-01-03 00:00:00,1,6.2TD,P6,32.6,7.14,2.67,,,,0.239,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
48,2024-01-03 00:15:00,1,6.2TD,P6,32.6,7.14,2.67,,,,0.239,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
48,2024-01-03 00:30:00,1,6.2TD,P6,32.6,7.14,2.67,,,,0.239,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
48,2024-01-03 00:45:00,1,6.2TD,P6,32.6,7.14,2.67,,,,0.239,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
49,2024-01-03 01:00:00,2,6.2TD,P6,29.361,6.97,3.24,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
49,2024-01-03 01:15:00,2,6.2TD,P6,29.361,6.97,3.24,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
49,2024-01-03 01:30:00,2,6.2TD,P6,29.361,6.97,3.24,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
49,2024-01-03 01:45:00,2,6.2TD,P6,29.361,6.97,3.24,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
50,2024-01-03 02:00:00,3,6.2TD,P6,29.94,7.33,3.41,,,,0.253,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
50,2024-01-03 02:15:00,3,6.2TD,P6,29.94,7.33,3.41,,,,0.253,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
50,2024-01-03 02:30:00,3,6.2TD,P6,29.94,7.33,3.41,,,,0.253,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
50,2024-01-03 02:45:00,3,6.2TD,P6,29.94,7.33,3.41,,,,0.253,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
51,2024-01-03 03:00:00,4,6.2TD,P6,29.077,7.53,3.5,,,,0.256,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
51,2024-01-03 03:15:00,4,6.2TD,P6,29.077,7.53,3.5,,,,0.256,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
51,2024-01-03 03:30:00,4,6.2TD,P6,29.077,7.53,3.5,,,,0.256,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
51,2024-01-03 03:45:00,4,6.2TD,P6,29.077,7.53,3.5,,,,0.256,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
52,2024-01-03 04:00:00,5,6.2TD,P6,29.483,7.55,3.89,,,,0.254,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
52,2024-01-03 04:15:00,5,6.2TD,P6,29.483,7.55,3.89,,,,0.254,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
52,2024-01-03 04:30:00,5,6.2TD,P6,29.483,7.55,3.89,,,,0.254,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
52,2024-01-03 04:45:00,5,6.2TD,P6,29.483,7.55,3.89,,,,0.254,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
53,2024-01-03 05:00:00,6,6.2TD,P6,28.509,7.4,3.96,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
53,2024-01-03 05:15:00,6,6.2TD,P6,28.509,7.4,3.96,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
53,2024-01-03 05:30:00,6,6.2TD,P6,28.509,7.4,3.96,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
53,2024-01-03 05:45:00,6,6.2TD,P6,28.509,7.4,3.96,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
54,2024-01-03 06:00:00,7,6.2TD,P6,30.935,6.64,3.48,,,,0.227,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
54,2024-01-03 06:15:00,7,6.2TD,P6,30.935,6.64,3.48,,,,0.227,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
54,2024-01-03 06:30:00,7,6.2TD,P6,30.935,6.64,3.48,,,,0.227,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
54,2024-01-03 06:45:00,7,6.2TD,P6,30.935,6.64,3.48,,,,0.227,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
55,2024-01-03 07:00:00,8,6.2TD,P6,70.722,5.6,3.3,,,,0.212,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
55,2024-01-03 07:15:00,8,6.2TD,P6,70.722,5.6,3.3,,,,0.212,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
55,2024-01-03 07:30:00,8,6.2TD,P6,70.722,5.6,3.3,,,,0.212,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
55,2024-01-03 07:45:00,8,6.2TD,P6,70.722,5.6,3.3,,,,0.212,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240103
56,2024-01-03 08:00:00,9,6.2TD,P2,84.791,2.83,3.02,,,,0.198,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
56,2024-01-03 08:15:00,9,6.2TD,P2,84.791,2.83,3.02,,,,0.198,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
56,2024-01-03 08:30:00,9,6.2TD,P2,84.791,2.83,3.02,,,,0.198,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
56,2024-01-03 08:45:00,9,6.2TD,P2,84.791,2.83,3.02,,,,0.198,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
57,2024-01-03 09:00:00,10,6.2TD,P2,89.847,2.95,2.8,,,,0.189,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
57,2024-01-03 09:15:00,10,6.2TD,P2,89.847,2.95,2.8,,,,0.189,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
57,2024-01-03 09:30:00,10,6.2TD,P2,89.847,2.95,2.8,,,,0.189,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
57,2024-01-03 09:45:00,10,6.2TD,P2,89.847,2.95,2.8,,,,0.189,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
58,2024-01-03 10:00:00,11,6.2TD,P1,87.776,3.28,3.0,,,,0.181,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
58,2024-01-03 10:15:00,11,6.2TD,P1,87.776,3.28,3.0,,,,0.181,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
58,2024-01-03 10:30:00,11,6.2TD,P1,87.776,3.28,3.0,,,,0.181,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
58,2024-01-03 10:45:00,11,6.2TD,P1,87.776,3.28,3.0,,,,0.181,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
59,2024-01-03 11:00:00,12,6.2TD,P1,80.689,3.13,2.53,,,,0.18,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
59,2024-01-03 11:15:00,12,6.2TD,P1,80.689,3.13,2.53,,,,0.18,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
59,2024-01-03 11:30:00,12,6.2TD,P1,80.689,3.13,2.53,,,,0.18,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
59,2024-01-03 11:45:00,12,6.2TD,P1,80.689,3.13,2.53,,,,0.18,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
60,2024-01-03 12:00:00,13,6.2TD,P1,78.71,3.2,2.47,,,,0.177,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
60,2024-01-03 12:15:00,13,6.2TD,P1,78.71,3.2,2.47,,,,0.177,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
60,2024-01-03 12:30:00,13,6.2TD,P1,78.71,3.2,2.47,,,,0.177,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
60,2024-01-03 12:45:00,13,6.2TD,P1,78.71,3.2,2.47,,,,0.177,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
61,2024-01-03 13:00:00,14,6.2TD,P1,78.71,2.87,2.37,,,,0.175,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
61,2024-01-03 13:15:00,14,6.2TD,P1,78.71,2.87,2.37,,,,0.175,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
61,2024-01-03 13:30:00,14,6.2TD,P1,78.71,2.87,2.37,,,,0.175,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
61,2024-01-03 13:45:00,14,6.2TD,P1,78.71,2.87,2.37,,,,0.175,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
62,2024-01-03 14:00:00,15,6.2TD,P2,83.634,2.81,2.48,,,,0.175,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
62,2024-01-03 14:15:00,15,6.2TD,P2,83.634,2.81,2.48,,,,0.175,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
62,2024-01-03 14:30:00,15,6.2TD,P2,83.634,2.81,2.48,,,,0.175,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
62,2024-01-03 14:45:00,15,6.2TD,P2,83.634,2.81,2.48,,,,0.175,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
63,2024-01-03 15:00:00,16,6.2TD,P2,89.187,2.78,3.33,,,,0.182,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
63,2024-01-03 15:15:00,16,6.2TD,P2,89.187,2.78,3.33,,,,0.182,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
63,2024-01-03 15:30:00,16,6.2TD,P2,89.187,2.78,3.33,,,,0.182,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
63,2024-01-03 15:45:00,16,6.2TD,P2,89.187,2.78,3.33,,,,0.182,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
64,2024-01-03 16:00:00,17,6.2TD,P2,90.649,2.45,3.61,,,,0.187,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
64,2024-01-03 16:15:00,17,6.2TD,P2,90.649,2.45,3.61,,,,0.187,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
64,2024-01-03 16:30:00,17,6.2TD,P2,90.649,2.45,3.61,,,,0.187,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
64,2024-01-03 16:45:00,17,6.2TD,P2,90.649,2.45,3.61,,,,0.187,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
65,2024-01-03 17:00:00,18,6.2TD,P2,111.156,2.15,2.35,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
65,2024-01-03 17:15:00,18,6.2TD,P2,111.156,2.15,2.35,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
65,2024-01-03 17:30:00,18,6.2TD,P2,111.156,2.15,2.35,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
65,2024-01-03 17:45:00,18,6.2TD,P2,111.156,2.15,2.35,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
66,2024-01-03 18:00:00,19,6.2TD,P1,116.679,2.81,1.65,,,,0.196,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
66,2024-01-03 18:15:00,19,6.2TD,P1,116.679,2.81,1.65,,,,0.196,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
66,2024-01-03 18:30:00,19,6.2TD,P1,116.679,2.81,1.65,,,,0.196,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
66,2024-01-03 18:45:00,19,6.2TD,P1,116.679,2.81,1.65,,,,0.196,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
67,2024-01-03 19:00:00,20,6.2TD,P1,126.994,3.11,1.35,,,,0.199,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
67,2024-01-03 19:15:00,20,6.2TD,P1,126.994,3.11,1.35,,,,0.199,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
67,2024-01-03 19:30:00,20,6.2TD,P1,126.994,3.11,1.35,,,,0.199,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
67,2024-01-03 19:45:00,20,6.2TD,P1,126.994,3.11,1.35,,,,0.199,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
68,2024-01-03 20:00:00,21,6.2TD,P1,136.029,2.86,1.7,,,,0.201,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
68,2024-01-03 20:15:00,21,6.2TD,P1,136.029,2.86,1.7,,,,0.201,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
68,2024-01-03 20:30:00,21,6.2TD,P1,136.029,2.86,1.7,,,,0.201,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
68,2024-01-03 20:45:00,21,6.2TD,P1,136.029,2.86,1.7,,,,0.201,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
69,2024-01-03 21:00:00,22,6.2TD,P1,136.994,2.91,2.58,,,,0.203,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
69,2024-01-03 21:15:00,22,6.2TD,P1,136.994,2.91,2.58,,,,0.203,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
69,2024-01-03 21:30:00,22,6.2TD,P1,136.994,2.91,2.58,,,,0.203,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
69,2024-01-03 21:45:00,22,6.2TD,P1,136.994,2.91,2.58,,,,0.203,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240103
70,2024-01-03 22:00:00,23,6.2TD,P2,116.537,3.69,1.77,,,,0.208,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
70,2024-01-03 22:15:00,23,6.2TD,P2,116.537,3.69,1.77,,,,0.208,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
70,2024-01-03 22:30:00,23,6.2TD,P2,116.537,3.69,1.77,,,,0.208,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
70,2024-01-03 22:45:00,23,6.2TD,P2,116.537,3.69,1.77,,,,0.208,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
71,2024-01-03 23:00:00,24,6.2TD,P2,105.979,0.93,1.73,,,,0.215,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
71,2024-01-03 23:15:00,24,6.2TD,P2,105.979,0.93,1.73,,,,0.215,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
71,2024-01-03 23:30:00,24,6.2TD,P2,105.979,0.93,1.73,,,,0.215,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
71,2024-01-03 23:45:00,24,6.2TD,P2,105.979,0.93,1.73,,,,0.215,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240103
72,2024-01-04 00:00:00,1,6.2TD,P6,106.208,2.73,2.86,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
72,2024-01-04 00:15:00,1,6.2TD,P6,106.208,2.73,2.86,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
72,2024-01-04 00:30:00,1,6.2TD,P6,106.208,2.73,2.86,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
72,2024-01-04 00:45:00,1,6.2TD,P6,106.208,2.73,2.86,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
73,2024-01-04 01:00:00,2,6.2TD,P6,104.249,3.35,3.51,,,,0.245,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
73,2024-01-04 01:15:00,2,6.2TD,P6,104.249,3.35,3.51,,,,0.245,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
73,2024-01-04 01:30:00,2,6.2TD,P6,104.249,3.35,3.51,,,,0.245,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
73,2024-01-04 01:45:00,2,6.2TD,P6,104.249,3.35,3.51,,,,0.245,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
74,2024-01-04 02:00:00,3,6.2TD,P6,100.675,3.88,6.63,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
74,2024-01-04 02:15:00,3,6.2TD,P6,100.675,3.88,6.63,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
74,2024-01-04 02:30:00,3,6.2TD,P6,100.675,3.88,6.63,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
74,2024-01-04 02:45:00,3,6.2TD,P6,100.675,3.88,6.63,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
75,2024-01-04 03:00:00,4,6.2TD,P6,90.107,4.52,6.33,,,,0.255,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
75,2024-01-04 03:15:00,4,6.2TD,P6,90.107,4.52,6.33,,,,0.255,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
75,2024-01-04 03:30:00,4,6.2TD,P6,90.107,4.52,6.33,,,,0.255,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
75,2024-01-04 03:45:00,4,6.2TD,P6,90.107,4.52,6.33,,,,0.255,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
76,2024-01-04 04:00:00,5,6.2TD,P6,87.01,4.66,6.14,,,,0.256,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
76,2024-01-04 04:15:00,5,6.2TD,P6,87.01,4.66,6.14,,,,0.256,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
76,2024-01-04 04:30:00,5,6.2TD,P6,87.01,4.66,6.14,,,,0.256,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
76,2024-01-04 04:45:00,5,6.2TD,P6,87.01,4.66,6.14,,,,0.256,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
77,2024-01-04 05:00:00,6,6.2TD,P6,87.02,4.48,5.12,,,,0.25,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
77,2024-01-04 05:15:00,6,6.2TD,P6,87.02,4.48,5.12,,,,0.25,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
77,2024-01-04 05:30:00,6,6.2TD,P6,87.02,4.48,5.12,,,,0.25,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
77,2024-01-04 05:45:00,6,6.2TD,P6,87.02,4.48,5.12,,,,0.25,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
78,2024-01-04 06:00:00,7,6.2TD,P6,104.472,3.17,4.59,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
78,2024-01-04 06:15:00,7,6.2TD,P6,104.472,3.17,4.59,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
78,2024-01-04 06:30:00,7,6.2TD,P6,104.472,3.17,4.59,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
78,2024-01-04 06:45:00,7,6.2TD,P6,104.472,3.17,4.59,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
79,2024-01-04 07:00:00,8,6.2TD,P6,107.569,1.44,1.35,,,,0.215,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
79,2024-01-04 07:15:00,8,6.2TD,P6,107.569,1.44,1.35,,,,0.215,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
79,2024-01-04 07:30:00,8,6.2TD,P6,107.569,1.44,1.35,,,,0.215,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
79,2024-01-04 07:45:00,8,6.2TD,P6,107.569,1.44,1.35,,,,0.215,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240104
80,2024-01-04 08:00:00,9,6.2TD,P2,108.846,1.12,1.31,,,,0.2,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
80,2024-01-04 08:15:00,9,6.2TD,P2,108.846,1.12,1.31,,,,0.2,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
80,2024-01-04 08:30:00,9,6.2TD,P2,108.846,1.12,1.31,,,,0.2,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
80,2024-01-04 08:45:00,9,6.2TD,P2,108.846,1.12,1.31,,,,0.2,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
81,2024-01-04 09:00:00,10,6.2TD,P2,112.369,1.21,2.6,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
81,2024-01-04 09:15:00,10,6.2TD,P2,112.369,1.21,2.6,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
81,2024-01-04 09:30:00,10,6.2TD,P2,112.369,1.21,2.6,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
81,2024-01-04 09:45:00,10,6.2TD,P2,112.369,1.21,2.6,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
82,2024-01-04 10:00:00,11,6.2TD,P1,111.374,1.39,4.0,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
82,2024-01-04 10:15:00,11,6.2TD,P1,111.374,1.39,4.0,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
82,2024-01-04 10:30:00,11,6.2TD,P1,111.374,1.39,4.0,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
82,2024-01-04 10:45:00,11,6.2TD,P1,111.374,1.39,4.0,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
83,2024-01-04 11:00:00,12,6.2TD,P1,106.673,1.65,3.45,,,,0.184,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
83,2024-01-04 11:15:00,12,6.2TD,P1,106.673,1.65,3.45,,,,0.184,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
83,2024-01-04 11:30:00,12,6.2TD,P1,106.673,1.65,3.45,,,,0.184,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
83,2024-01-04 11:45:00,12,6.2TD,P1,106.673,1.65,3.45,,,,0.184,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
84,2024-01-04 12:00:00,13,6.2TD,P1,105.729,1.69,3.82,,,,0.182,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
84,2024-01-04 12:15:00,13,6.2TD,P1,105.729,1.69,3.82,,,,0.182,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
84,2024-01-04 12:30:00,13,6.2TD,P1,105.729,1.69,3.82,,,,0.182,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
84,2024-01-04 12:45:00,13,6.2TD,P1,105.729,1.69,3.82,,,,0.182,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
85,2024-01-04 13:00:00,14,6.2TD,P1,101.78,1.57,3.1,,,,0.18,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
85,2024-01-04 13:15:00,14,6.2TD,P1,101.78,1.57,3.1,,,,0.18,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
85,2024-01-04 13:30:00,14,6.2TD,P1,101.78,1.57,3.1,,,,0.18,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
85,2024-01-04 13:45:00,14,6.2TD,P1,101.78,1.57,3.1,,,,0.18,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240104
86,2024-01-04 14:00:00,15,6.2TD,P2,106.795,1.48,2.86,,,,0.181,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
86,2024-01-04 14:15:00,15,6.2TD,P2,106.795,1.48,2.86,,,,0.181,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
86,2024-01-04 14:30:00,15,6.2TD,P2,106.795,1.48,2.86,,,,0.181,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
86,2024-01-04 14:45:00,15,6.2TD,P2,106.795,1.48,2.86,,,,0.181,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
87,2024-01-04 15:00:00,16,6.2TD,P2,112.907,1.38,2.94,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
87,2024-01-04 15:15:00,16,6.2TD,P2,112.907,1.38,2.94,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
87,2024-01-04 15:30:00,16,6.2TD,P2,112.907,1.38,2.94,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
87,2024-01-04 15:45:00,16,6.2TD,P2,112.907,1.38,2.94,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240104
